dropout,05,4,6,7,8
0,0.00188,0.00154,0.00182,0.00172,0.00176
0.025,0.00144,0.00145,0.00149,0.00162,0.00133
0.05,0.00140,0.00147,0.00139,0.00131,0.00129
0.075,0.00134,0.00145,0.00126,0.00126,0.00119
0.1,0.00138,0.00142,0.00129,0.00124,0.00115
