batch_size,0.1,0.2,0.3,0.7
1024,0.00171,0.00149,0.00154,0.00156
2048,0.00162,0.00166,0.00166,0.00157
256,0.00197,0.00199,0.00198,0.00220
512,0.00161,0.00152,0.00161,0.00177
