linear,1600,1700,1800,1900
10,0.00149,0.00149,0.00154,0.00140
11,0.00154,0.00141,0.00147,0.00149
12,0.00142,0.00147,0.00147,0.00147
13,0.00156,0.00146,0.00153,0.00152
