linear,500,1000,1500,2000
8,0.00164,0.00163,0.00188,0.00163
9,0.00152,0.00158,0.00163,0.00159
10,0.00159,0.00159,0.00151,0.00149
11,0.00155,0.00152,0.00149,0.00146
12,0.00171,0.00174,0.00165,0.00163
13,0.00185,0.00209,0.00178,0.00179
14,0.00204,0.00217,0.00197,0.00202
15,0.00219,0.00199,0.00222,0.00301
