dropout,05,4,6,7,8
0.1,0.00058,0.00037,0.00087,0.00025,0.00019
0.125,0.00051,0.00041,0.00083,0.00022,0.00021
0.15,0.00031,0.00030,0.00031,0.00025,0.00026
0.175,0.00024,0.00037,0.00036,0.00014,0.00019
0.2,0.00037,0.00019,0.00020,0.00022,0.00017
