dropout,05,4,6,7,8
0,0.00006,0.00005,0.00006,0.00003,0.00008
0.025,0.00011,0.00007,0.00012,0.00007,0.00005
0.05,0.00028,0.00027,0.00035,0.00008,0.00009
0.075,0.00053,0.00035,0.00064,0.00012,0.00022
0.1,0.00053,0.00048,0.00094,0.00020,0.00016
