linear,500,1000,1500,2000
9,0.00013,9.6667e-05,0.00020667,0.00018667
10,4e-05,8e-05,8e-05,0.00015667
11,5.3333e-05,5e-05,6e-05,5e-05
12,4.6667e-05,6.6667e-05,3.6667e-05,0.00010667
