batch_size,0.1,0.2,0.3,0.7
1024,0.00005,0.00005,0.00004,0.00003
2048,0.00005,0.00007,0.00006,0.00005
256,0.00013,0.00012,0.00012,0.00018
512,0.00004,0.00005,0.00005,0.00008
