linear,200,300,400,500,600
6,0.01535,0.01371,0.01230,0.01152,0.01109
7,0.01497,0.01310,0.01199,0.01112,0.00972
8,0.01368,0.01191,0.01065,0.00958,0.00894
9,0.01311,0.01161,0.01016,0.00972,0.00840
10,0.01335,0.01094,0.00963,0.00888,0.00814
