batch_size,0.1,0.2,0.3,0.7
1024,0.00489,0.00458,0.00483,0.00531
2048,0.00551,0.00501,0.00459,0.00421
256,0.00656,0.00651,0.00653,0.01280
512,0.00552,0.00521,0.00558,0.00645
