lr,0.0001,0.0005,0.001,0.005
0.0001,0.0056,0.00494,0.0044267,0.01705
0.0005,0.00546,0.0065067,0.0074733,0.028563
0.001,0.00511,0.016807,0.03845,0.01408
0.005,0.0091633,0.022717,0.01437,0.070483
