linear,1600,1700,1800,1900
10,0.00605,0.00617,0.00598,0.00516
11,0.00585,0.00603,0.00595,0.00524
12,0.00654,0.00653,0.00574,0.00557
13,0.00634,0.00633,0.00579,0.00525
